0,3.6
5.8e-07,3.6
2.07e-06,3.6
3.59e-06,3.6
5.15e-06,3.6
6.75e-06,3.6
8.39e-06,3.6
1.02e-05,3.6
1.21e-05,3.6
1.42e-05,3.6
1.64e-05,3.6
1.88e-05,3.6
2.13e-05,3.6
2.4e-05,3.6
2.69e-05,3.6
3e-05,3.6
3.33e-05,3.6
3.69e-05,3.6
4.07e-05,3.6
4.47e-05,3.6
4.91e-05,3.6
5.38e-05,3.6
5.9e-05,3.6
6.46e-05,3.6
7.07e-05,3.6
7.75e-05,3.6
8.51e-05,3.6
9.36e-05,3.6
0.000103,3.6
0.000115,3.6
0.000128,3.6
0.000145,3.6
0.000167,3.6
0.000197,3.6
0.000245,3.6
0.00034,3.6
0.000613,3.6
0.000968,3.6
0.00137,3.6
0.00179,3.6
0.00223,3.6
0.00268,3.6
0.00314,3.6
0.00362,3.6
0.0041,3.6
0.00459,3.6
0.0051,3.6
0.00562,3.6
0.00616,3.6
0.00672,3.6
0.00731,3.6
0.00791,3.6
0.00855,3.6
0.00922,3.6
0.00992,3.6
0.0107,3.6
0.0115,3.6
0.0124,3.59
0.0133,3.59
0.0144,3.59
0.0156,3.59
0.0169,3.59
0.0183,3.59
0.0198,3.59
0.0215,3.59
0.0232,3.59
0.0251,3.59
0.0272,3.59
0.0295,3.59
0.032,3.59
0.0347,3.59
0.0376,3.59
0.0409,3.59
0.0446,3.59
0.0489,3.59
0.0533,3.59
0.0576,3.59
0.0618,3.59
0.066,3.59
0.0702,3.59
0.0745,3.59
0.0789,3.59
0.0836,3.59
0.0884,3.59
0.0934,3.59
0.0987,3.58
0.104,3.58
0.11,3.58
0.116,3.58
0.123,3.58
0.13,3.58
0.138,3.57
0.146,3.57
0.154,3.57
0.164,3.56
0.173,3.56
0.183,3.55
0.194,3.54
0.204,3.54
0.215,3.53
0.225,3.52
0.235,3.5
0.244,3.49
0.253,3.48
0.261,3.46
0.269,3.45
0.276,3.43
0.283,3.42
0.29,3.4
0.297,3.38
0.303,3.37
0.309,3.35
0.315,3.33
0.32,3.31
0.326,3.29
0.331,3.27
0.336,3.25
0.341,3.23
0.346,3.21
0.35,3.18
0.355,3.16
0.36,3.14
0.364,3.11
0.369,3.09
0.373,3.06
0.377,3.03
0.382,3.01
0.386,2.98
0.39,2.95
0.394,2.92
0.398,2.89
0.403,2.86
0.407,2.83
0.411,2.8
0.415,2.77
0.419,2.74
0.423,2.7
0.427,2.67
0.431,2.64
0.435,2.6
0.439,2.57
0.443,2.53
0.447,2.49
0.451,2.46
0.456,2.42
0.46,2.38
0.464,2.34
0.468,2.3
0.473,2.26
0.477,2.22
0.481,2.18
0.486,2.14
0.49,2.1
0.495,2.06
0.499,2.01
0.504,1.97
0.509,1.93
0.514,1.88
0.519,1.84
0.524,1.79
0.529,1.75
0.535,1.7
0.541,1.66
0.546,1.61
0.552,1.57
0.558,1.52
0.565,1.47
0.572,1.43
0.579,1.38
0.586,1.33
0.593,1.29
0.602,1.24
0.61,1.19
0.619,1.14
0.629,1.1
0.64,1.05
0.651,0.999
0.664,0.952
0.678,0.904
0.693,0.857
0.711,0.81
0.731,0.764
0.755,0.72
0.784,0.676
0.819,0.636
0.857,0.605
0.898,0.581
0.943,0.563
0.994,0.55
1.05,0.541
1.11,0.535
1.17,0.532
1.23,0.53
1.29,0.529
1.35,0.528
1.41,0.528
1.41,0.528
1.41,0.528
1.41,0.528
1.41,0.528
1.42,0.528
1.42,0.528
1.42,0.528
1.42,0.528
1.42,0.528
1.42,0.528
1.42,0.528
1.42,0.528
1.42,0.528
1.42,0.528
1.42,0.528
1.42,0.528
1.42,0.528
1.42,0.528
1.42,0.528
1.43,0.528
1.43,0.528
1.44,0.528
1.46,0.528
1.46,0.528
1.46,0.528
1.46,0.528
1.46,0.528
1.46,0.528
1.46,0.528
1.46,0.528
1.46,0.528
1.46,0.528
1.46,0.528
1.46,0.528
1.47,0.528
1.47,0.528
1.47,0.528
1.47,0.528
1.47,0.528
1.47,0.528
1.48,0.527
1.51,0.527
1.53,0.527
1.54,0.527
1.56,0.527
1.58,0.527
1.59,0.527
1.61,0.527
1.65,0.527
1.71,0.527
1.77,0.527
1.83,0.527
1.89,0.527
1.89,0.527
1.89,0.527
1.89,0.527
1.89,0.527
1.89,0.527
1.89,0.527
1.89,0.527
1.89,0.527
1.9,0.527
1.96,0.527
2.02,0.527
2.08,0.527
2.14,0.527
2.14,0.527
2.14,0.527
2.14,0.527
2.14,0.527
2.15,0.527
2.15,0.527
2.17,0.527
2.19,0.527
2.19,0.527
2.19,0.527
2.19,0.527
2.19,0.527
2.19,0.527
2.19,0.527
2.2,0.527
2.23,0.527
2.29,0.527
2.35,0.527
2.41,0.527
2.47,0.527
2.53,0.527
2.59,0.527
2.59,0.527
2.59,0.527
2.59,0.527
2.59,0.527
2.6,0.527
2.6,0.527
2.6,0.527
2.6,0.527
2.6,0.527
2.6,0.527
2.62,0.527
2.67,0.527
2.73,0.527
2.79,0.527
2.85,0.527
2.91,0.527
2.97,0.527
3,0.527
