0,3.6
2.35e-07,3.6
6.87e-07,3.6
1.16e-06,3.6
1.65e-06,3.6
2.17e-06,3.6
2.71e-06,3.6
3.28e-06,3.6
3.89e-06,3.6
4.53e-06,3.6
5.21e-06,3.6
5.94e-06,3.6
6.72e-06,3.6
7.57e-06,3.6
8.48e-06,3.6
9.48e-06,3.6
1.06e-05,3.6
1.18e-05,3.6
1.32e-05,3.6
1.47e-05,3.6
1.66e-05,3.6
1.87e-05,3.6
2.14e-05,3.6
2.48e-05,3.6
2.94e-05,3.6
3.66e-05,3.6
5.02e-05,3.6
9.9e-05,3.6
0.000291,3.6
0.000567,3.6
0.000912,3.6
0.00132,3.6
0.00178,3.6
0.00229,3.6
0.00282,3.6
0.00337,3.6
0.00394,3.6
0.00454,3.6
0.00515,3.6
0.00578,3.6
0.00645,3.6
0.00714,3.6
0.00787,3.6
0.00864,3.6
0.00946,3.6
0.0103,3.6
0.0113,3.6
0.0123,3.59
0.0135,3.59
0.0147,3.59
0.016,3.59
0.0174,3.59
0.0188,3.59
0.0204,3.59
0.022,3.59
0.0238,3.59
0.0257,3.59
0.0279,3.59
0.0303,3.59
0.0328,3.59
0.0356,3.59
0.0387,3.59
0.0421,3.59
0.0459,3.59
0.0505,3.59
0.0557,3.59
0.0609,3.59
0.0662,3.59
0.0717,3.59
0.0774,3.59
0.0832,3.59
0.0893,3.59
0.0958,3.59
0.103,3.58
0.11,3.58
0.118,3.58
0.127,3.58
0.137,3.57
0.147,3.57
0.159,3.57
0.171,3.56
0.185,3.55
0.199,3.54
0.213,3.53
0.226,3.51
0.238,3.5
0.25,3.48
0.26,3.47
0.27,3.45
0.28,3.43
0.289,3.41
0.297,3.38
0.306,3.36
0.314,3.33
0.321,3.31
0.329,3.28
0.336,3.25
0.343,3.22
0.349,3.19
0.356,3.16
0.362,3.12
0.368,3.09
0.374,3.05
0.38,3.02
0.386,2.98
0.391,2.94
0.397,2.9
0.403,2.86
0.408,2.82
0.414,2.78
0.419,2.73
0.425,2.69
0.43,2.64
0.435,2.6
0.441,2.55
0.446,2.5
0.452,2.45
0.457,2.4
0.463,2.35
0.469,2.3
0.474,2.25
0.48,2.19
0.486,2.14
0.492,2.08
0.498,2.03
0.504,1.97
0.511,1.91
0.517,1.85
0.524,1.79
0.531,1.74
0.538,1.68
0.546,1.62
0.554,1.56
0.562,1.49
0.571,1.43
0.58,1.37
0.589,1.31
0.6,1.25
0.611,1.19
0.623,1.12
0.636,1.06
0.651,1
0.667,0.94
0.686,0.879
0.707,0.82
0.732,0.762
0.763,0.707
0.799,0.657
0.836,0.621
0.875,0.593
0.918,0.572
0.965,0.557
1.02,0.545
1.08,0.538
1.14,0.533
1.2,0.531
1.26,0.529
1.32,0.528
1.38,0.528
1.44,0.528
1.5,0.527
1.56,0.527
1.62,0.527
1.68,0.527
1.7,0.527
1.7,0.527
1.7,0.527
1.7,0.527
1.7,0.527
1.7,0.527
1.7,0.527
1.7,0.527
1.71,0.527
1.71,0.527
1.71,0.527
1.71,0.527
1.71,0.527
1.71,0.527
1.71,0.527
1.72,0.527
1.72,0.527
1.73,0.527
1.73,0.527
1.74,0.527
1.76,0.527
1.77,0.527
1.79,0.527
1.81,0.527
1.83,0.527
1.84,0.527
1.84,0.527
1.84,0.527
1.84,0.527
1.85,0.527
1.85,0.527
1.85,0.527
1.85,0.527
1.85,0.527
1.85,0.527
1.85,0.527
1.85,0.527
1.85,0.527
1.85,0.527
1.85,0.527
1.86,0.527
1.86,0.527
1.86,0.527
1.86,0.527
1.86,0.527
1.86,0.527
1.86,0.527
1.86,0.527
1.87,0.527
1.88,0.527
1.89,0.527
1.9,0.527
1.92,0.527
1.94,0.527
1.97,0.527
1.97,0.527
1.97,0.527
1.97,0.527
1.97,0.527
1.97,0.527
1.97,0.527
1.98,0.527
1.98,0.527
1.99,0.527
1.99,0.527
2,0.527
2,0.527
2,0.527
2,0.527
2,0.527
2,0.527
2,0.527
2,0.527
2,0.527
2,0.527
2,0.527
2,0.527
2,0.527
2.01,0.527
2.01,0.527
2.02,0.527
2.02,0.527
2.04,0.527
2.05,0.527
2.08,0.527
2.1,0.527
2.12,0.527
2.12,0.527
2.12,0.527
2.12,0.527
2.12,0.527
2.12,0.527
2.12,0.527
2.12,0.527
2.12,0.527
2.13,0.527
2.13,0.527
2.13,0.527
2.13,0.527
2.13,0.527
2.14,0.527
2.14,0.527
2.15,0.527
2.16,0.527
2.17,0.527
2.18,0.527
2.18,0.527
2.18,0.527
2.18,0.527
2.18,0.527
2.18,0.527
2.18,0.527
2.19,0.527
2.19,0.527
2.19,0.527
2.19,0.527
2.19,0.527
2.19,0.527
2.2,0.527
2.21,0.527
2.22,0.527
2.22,0.527
2.22,0.527
2.22,0.527
2.22,0.527
2.22,0.527
2.22,0.527
2.22,0.527
2.22,0.527
2.22,0.527
2.22,0.527
2.22,0.527
2.22,0.527
2.22,0.527
2.23,0.527
2.23,0.527
2.23,0.527
2.23,0.527
2.23,0.527
2.23,0.527
2.23,0.527
2.23,0.527
2.23,0.527
2.23,0.527
2.23,0.527
2.23,0.527
2.23,0.527
2.23,0.527
2.23,0.527
2.24,0.527
2.24,0.527
2.25,0.527
2.26,0.527
2.27,0.527
2.29,0.527
2.29,0.527
2.29,0.527
2.29,0.527
2.29,0.527
2.29,0.527
2.29,0.527
2.3,0.527
2.3,0.527
2.3,0.527
2.3,0.527
2.3,0.527
2.3,0.527
2.3,0.527
2.3,0.527
2.3,0.527
2.3,0.527
2.3,0.527
2.3,0.527
2.3,0.527
2.31,0.527
2.31,0.527
2.31,0.527
2.32,0.527
2.32,0.527
2.32,0.527
2.32,0.527
2.32,0.527
2.32,0.527
2.32,0.527
2.32,0.527
2.32,0.527
2.33,0.527
2.33,0.527
2.33,0.527
2.33,0.527
2.33,0.527
2.33,0.527
2.33,0.527
2.33,0.527
2.33,0.527
2.33,0.527
2.33,0.527
2.34,0.527
2.35,0.527
2.35,0.527
2.35,0.527
2.35,0.527
2.35,0.527
2.35,0.527
2.35,0.527
2.35,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.36,0.527
2.37,0.527
2.37,0.527
2.38,0.527
2.4,0.527
2.42,0.527
2.42,0.527
2.42,0.527
2.42,0.527
2.42,0.527
2.42,0.527
2.42,0.527
2.42,0.527
2.43,0.527
2.44,0.527
2.45,0.527
2.47,0.527
2.48,0.527
2.48,0.527
2.48,0.527
2.48,0.527
2.48,0.527
2.48,0.527
2.48,0.527
2.48,0.527
2.48,0.527
2.48,0.527
2.48,0.527
2.48,0.527
2.48,0.527
2.48,0.527
2.48,0.527
2.48,0.527
2.49,0.527
2.49,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.5,0.527
2.51,0.527
2.51,0.527
2.52,0.527
2.53,0.527
2.54,0.527
2.54,0.527
2.54,0.527
2.54,0.527
2.54,0.527
2.54,0.527
2.54,0.527
2.54,0.527
2.54,0.527
2.54,0.527
2.55,0.527
2.55,0.527
2.55,0.527
2.55,0.527
2.55,0.527
2.55,0.527
2.55,0.527
2.55,0.527
2.55,0.527
2.55,0.527
2.55,0.527
2.56,0.527
2.57,0.527
2.58,0.527
2.59,0.527
2.61,0.527
2.61,0.527
2.61,0.527
2.61,0.527
2.61,0.527
2.61,0.527
2.61,0.527
2.62,0.527
2.62,0.527
2.62,0.527
2.62,0.527
2.62,0.527
2.62,0.527
2.62,0.527
2.63,0.527
2.63,0.527
2.63,0.527
2.63,0.527
2.63,0.527
2.63,0.527
2.63,0.527
2.64,0.527
2.64,0.527
2.65,0.527
2.66,0.527
2.67,0.527
2.69,0.527
2.71,0.527
2.72,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.75,0.527
2.76,0.527
2.76,0.527
2.76,0.527
2.76,0.527
2.76,0.527
2.76,0.527
2.76,0.527
2.76,0.527
2.76,0.527
2.77,0.527
2.77,0.527
2.77,0.527
2.77,0.527
2.77,0.527
2.77,0.527
2.77,0.527
2.77,0.527
2.77,0.527
2.78,0.527
2.79,0.527
2.8,0.527
2.83,0.527
2.86,0.527
2.89,0.527
2.93,0.527
2.96,0.527
2.96,0.527
2.96,0.527
2.96,0.527
2.96,0.527
2.96,0.527
2.96,0.527
2.96,0.527
2.96,0.527
2.96,0.527
2.96,0.527
2.96,0.527
2.96,0.527
2.97,0.527
2.97,0.527
2.97,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.98,0.527
2.99,0.527
2.99,0.527
3,0.527
